"ID";"EducationSectors";"Periods";"OperatingIncome_1";"GrantsFromTheState_2";"OtherGovernmentalGrants_3";"TuitionAndExamFees_4";"IncomeFromContractsWithThirdParties_5";"OtherIncome_6";"OperatingCosts_7";"PersonnelCosts_8";"Depreciation_9";"HousingCosts_10";"TotalOtherCosts_11";"AdministrativeCosts_12";"InventoryMaterialAndTeachingAid_13";"Other_14";"OperatingResult1_15";"NetFinancialCosts2_16";"SpecialEntries3_17";"Result123_18";"TotalAssets_19";"TotalFixedAssets_20";"NonFinancialIntangibleFixedAssets_21";"TotalNonFinancialTangibleFixedAs_22";"BuildingsAndLand_23";"InventoryAndEquipment_24";"OtherNonFinancialTangibleFixedAs_25";"FinancialFixedAssets_26";"TotalCurrentAssets_27";"Inventory_28";"Receivables_29";"ShortTermSecurities_30";"LiquidAssets_31";"TotalLiabilitiesAndEquity_32";"Equity_33";"Provisions_34";"LongTermDebt_35";"ShortTermDebt_36";"TotalInvestmentsGross_37";"InvestmentsGrossBuildingsAndLand_38";"InvestmentsGrossInventoryAndEq_39";"SolvencyRatio_40";"CurrentRatio_41";"ProfitMargin_42";"ResilienceRatio_43";"CapitalizationFactor_44"
"175";"A048419";"2005JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"176";"A048419";"2006JJ00";"  1169.7";"  1092.4";"    27.9";"     0.0";"     2.1";"    47.3";"  1125.1";"   974.5";"    13.2";"    56.1";"    81.3";"    32.9";"    25.1";"    23.4";"    44.6";"     5.7";"    -0.5";"    49.8";"   469.5";"   114.9";"     0.0";"    87.4";"    21.5";"    48.3";"    17.5";"    27.5";"   354.6";"     0.1";"   115.8";"     4.5";"   234.1";"   469.5";"   268.9";"    57.7";"     6.8";"   136.0";"    38.4";"    11.8";"    26.5";"    57.3";"   260.7";"     4.3";"    16.6";"    38.3"
"177";"A048419";"2007JJ00";"  1347.4";"  1192.4";"    30.5";"     0.0";"     7.7";"   116.8";"  1300.3";"  1098.0";"    18.1";"    69.2";"   115.1";"    39.5";"    28.6";"    47.0";"    47.1";"     8.8";"     0.5";"    56.5";"   631.6";"   150.8";"     0.0";"   128.9";"    32.3";"    55.4";"    41.2";"    21.9";"   480.8";"     0.1";"   150.2";"     1.0";"   329.6";"   631.6";"   340.0";"    79.1";"    19.9";"   192.7";"    32.5";"    10.3";"    22.2";"    53.8";"   249.5";"     4.2";"    17.7";"    44.5"
"178";"A048419";"2008JJ00";"  1460.1";"  1295.9";"    33.5";"     0.8";"     7.0";"   122.9";"  1436.1";"  1219.4";"    20.6";"    72.9";"   123.1";"    40.6";"    32.7";"    49.8";"    24.0";"    10.8";"     0.0";"    34.9";"   675.2";"   164.6";"     0.0";"   142.8";"    53.5";"    69.8";"    19.5";"    21.7";"   510.5";"     0.0";"   171.7";"     1.2";"   337.5";"   675.2";"   366.5";"    85.3";"    20.2";"   203.2";"    39.1";"    10.9";"    28.2";"    54.3";"   251.2";"     2.4";"    17.3";"    42.6"
"179";"A048419";"2009JJ00";"  1540.6";"  1416.8";"    41.9";"     0.8";"    13.6";"    67.5";"  1541.7";"  1315.2";"    21.9";"    81.4";"   123.3";"    47.6";"    32.5";"    43.2";"    -1.1";"    11.5";"     0.0";"    10.3";"   688.7";"   164.5";"     0.0";"   138.8";"    44.6";"    76.3";"    17.9";"    25.8";"   524.2";"     0.2";"   173.3";"     1.2";"   349.6";"   688.7";"   362.4";"    87.4";"    14.6";"   224.2";"    36.5";"    10.6";"    25.9";"    52.6";"   233.8";"     0.7";"    15.8";"    41.8"
"180";"A048419";"2010JJ00";"  1570.9";"  1450.5";"    39.4";"     0.8";"     8.6";"    71.7";"  1570.8";"  1343.6";"    22.8";"    81.0";"   123.4";"    48.3";"    32.6";"    42.6";"     0.2";"     7.0";"     0.0";"     7.2";"   700.4";"   185.8";"     0.0";"   159.3";"    48.7";"    79.4";"    31.3";"    26.5";"   514.6";"     0.2";"   171.6";"     1.4";"   341.6";"   700.4";"   397.1";"    51.0";"    15.6";"   236.8";"    47.2";"    20.5";"    26.6";"    56.7";"   217.3";"     0.5";"    16.4";"    41.5"
"181";"A048419";"2011JJ00";"  1572.9";"  1456.9";"    30.8";"     0.7";"    12.4";"    72.2";"  1582.4";"  1352.2";"    24.4";"    77.4";"   128.4";"    54.4";"    31.2";"    42.8";"    -9.5";"     6.4";"     0.0";"    -3.2";"   696.7";"   194.6";"     0.0";"   176.8";"    77.0";"    82.9";"    17.0";"    17.8";"   502.1";"     0.1";"   163.8";"     2.1";"   336.1";"   696.7";"   392.7";"    62.4";"    14.2";"   227.3";"    62.1";"    34.8";"    27.3";"    56.4";"   220.9";"    -0.2";"    14.8";"    39.4"
"182";"A048419";"2012JJ00";"  1670.4";"  1497.1";"    89.3";"     0.0";"    12.2";"    71.8";"  1636.0";"  1365.5";"    30.3";"    91.4";"   148.8";"    64.0";"    32.4";"    52.5";"    34.4";"     8.0";"     0.7";"    43.1";"   765.1";"   218.2";"     0.0";"   207.9";"    97.6";"    86.2";"    24.1";"    10.3";"   546.9";"     0.1";"   155.6";"     1.8";"   389.4";"   765.1";"   436.5";"    69.0";"    30.0";"   229.6";"    41.6";"    15.4";"    26.2";"    57.1";"   238.2";"     2.6";"    15.3";"    40.0"
"183";"A048419";"2013JJ00";"  1681.5";"  1499.6";"    94.6";"     0.0";"    14.4";"    72.9";"  1653.9";"  1371.7";"    30.1";"    94.0";"   158.0";"    67.1";"    35.5";"    55.4";"    27.6";"     5.8";"     0.1";"    33.6";"   815.4";"   220.9";"     0.0";"   202.0";"    93.4";"    87.1";"    21.5";"    18.9";"   594.5";"     0.1";"   160.6";"     4.6";"   429.2";"   815.4";"   459.1";"    75.4";"    25.4";"   255.7";"    34.6";"     5.6";"    29.0";"    56.3";"   232.5";"     2.0";"    17.1";"    42.9"
"184";"A048419";"2014JJ00";"  1852.5";"  1709.7";"    34.3";"     0.0";"    13.5";"    95.0";"  1831.9";"  1519.1";"    35.3";"   100.6";"   176.8";"    83.7";"    41.6";"    51.5";"    20.6";"     6.2";"     0.0";"    26.8";"   908.7";"   234.1";"     0.1";"   212.2";"    97.2";"    89.4";"    25.6";"    21.7";"   674.6";"     0.1";"   178.2";"     8.7";"   487.6";"   908.7";"   540.6";"    86.4";"    15.5";"   266.2";"    46.6";"    15.4";"    31.2";"    59.5";"   253.4";"     1.4";"    19.2";"    43.8"
"185";"A048419";"2015JJ00";"  1907.9";"  1670.0";"   133.5";"     0.0";"    10.9";"    93.5";"  1886.3";"  1531.6";"    36.5";"   113.7";"   204.5";"    84.4";"    41.0";"    79.0";"    21.7";"     3.4";"    -0.1";"    25.0";"  1045.0";"   277.5";"     0.1";"   260.1";"   137.2";"    92.9";"    30.0";"    17.3";"   767.5";"     0.1";"   204.6";"     7.6";"   555.2";"  1045.0";"   635.4";"   102.2";"    49.5";"   257.9";"    41.3";"     8.8";"    32.4";"    60.8";"   297.6";"     1.3";"    22.5";"    47.6"
"186";"A048419";"2016JJ00";"  1904.6";"  1667.8";"   144.9";"     0.0";"    15.2";"    76.9";"  1899.0";"  1526.7";"    36.2";"   108.4";"   227.5";"    99.0";"    41.7";"    87.0";"     5.7";"     1.5";"     0.0";"     7.2";"  1054.2";"   285.3";"     0.0";"   268.4";"   135.2";"    91.3";"    41.9";"    16.9";"   769.0";"     0.1";"   206.3";"     7.5";"   555.1";"  1054.2";"   623.9";"   110.0";"    57.3";"   263.1";"    57.6";"    26.7";"    30.9";"    59.2";"   292.3";"     0.4";"    21.3";"    48.3"
"187";"A048419";"2017JJ00";"  1851.7";"  1613.1";"   151.2";"     0.0";"    14.2";"    73.2";"  1825.7";"  1470.6";"    36.8";"    98.6";"   219.7";"    99.5";"    59.0";"    61.2";"    26.0";"     0.1";"     0.0";"    26.1";"   989.0";"   272.6";"     0.1";"   263.8";"   151.6";"    89.8";"    22.4";"     8.7";"   716.4";"     0.1";"   213.6";"     8.5";"   494.2";"   989.0";"   631.9";"    88.0";"    55.0";"   214.1";"    91.7";"    58.9";"    32.8";"    63.9";"   334.6";"     1.4";"    22.8";"    45.2"
"188";"A048419";"2018JJ00";"  1886.4";"  1609.2";"   192.2";"     0.0";"    14.3";"    70.7";"  1878.1";"  1518.8";"    36.9";"    96.9";"   225.5";"   102.6";"    42.2";"    80.7";"     8.3";"     0.2";"     0.0";"     8.4";"  1014.8";"   272.7";"     0.1";"   261.9";"   148.9";"    87.8";"    25.2";"    10.7";"   742.1";"     0.1";"   225.3";"     8.8";"   507.9";"  1014.7";"   612.2";"    93.2";"    61.8";"   247.5";"    39.2";"     8.5";"    30.7";"    60.3";"   299.8";"     0.4";"    21.8";"    45.9"
