"ID";"EducationSectors";"Periods";"OperatingIncome_1";"GrantsFromTheState_2";"OtherGovernmentalGrants_3";"TuitionAndExamFees_4";"IncomeFromContractsWithThirdParties_5";"OtherIncome_6";"OperatingCosts_7";"PersonnelCosts_8";"Depreciation_9";"HousingCosts_10";"TotalOtherCosts_11";"AdministrativeCosts_12";"InventoryMaterialAndTeachingAid_13";"Other_14";"OperatingResult1_15";"NetFinancialCosts2_16";"SpecialEntries3_17";"Result123_18";"TotalAssets_19";"TotalFixedAssets_20";"NonFinancialIntangibleFixedAssets_21";"TotalNonFinancialTangibleFixedAs_22";"BuildingsAndLand_23";"InventoryAndEquipment_24";"OtherNonFinancialTangibleFixedAs_25";"FinancialFixedAssets_26";"TotalCurrentAssets_27";"Inventory_28";"Receivables_29";"ShortTermSecurities_30";"LiquidAssets_31";"TotalLiabilitiesAndEquity_32";"Equity_33";"Provisions_34";"LongTermDebt_35";"ShortTermDebt_36";"TotalInvestmentsGross_37";"InvestmentsGrossBuildingsAndLand_38";"InvestmentsGrossInventoryAndEq_39";"SolvencyRatio_40";"CurrentRatio_41";"ProfitMargin_42";"ResilienceRatio_43";"CapitalizationFactor_44"
"127";"A048426";"1999JJ00";"  1837.9";"  1244.5";"";"   349.2";"   125.9";"   118.4";"  1781.7";"  1236.9";"   118.2";"   141.3";"   285.2";"       .";"       .";"       .";"    56.2";"   -33.8";"    -1.0";"    21.4";"  2223.1";"  1616.2";"     5.2";"  1448.0";"  1192.3";"   208.8";"    47.0";"   162.9";"   606.9";"    12.0";"   208.7";"    29.1";"   357.1";"  2223.0";"   487.8";"   281.1";"   800.9";"   653.1";"   220.1";"   155.2";"    64.9";"    21.9";"    92.9";"     1.2";"   -77.2";"    56.1"
"128";"A048426";"2000JJ00";"  1953.5";"  1314.1";"";"   369.7";"   137.2";"   132.4";"  1889.2";"  1308.1";"   127.8";"   146.5";"   307.0";"       .";"       .";"       .";"    64.3";"   -24.9";"    -6.5";"    32.9";"  2257.8";"  1614.9";"     2.9";"  1457.0";"  1207.1";"   216.7";"    33.2";"   155.0";"   643.0";"    10.9";"   236.6";"    25.7";"   369.8";"  2257.9";"   528.2";"   281.0";"   770.2";"   678.6";"   169.4";"   103.0";"    66.4";"    23.4";"    94.8";"     1.7";"   -70.7";"    53.8"
"129";"A048426";"2001JJ00";"  2166.5";"  1475.1";"     7.0";"   386.9";"   148.1";"   149.4";"  2082.4";"  1424.8";"   133.9";"   156.6";"   367.2";"       .";"       .";"       .";"    84.0";"   -29.4";"    14.7";"    69.4";"  2356.3";"  1631.7";"     1.9";"  1500.3";"  1214.2";"   209.2";"    76.8";"   129.5";"   724.5";"     7.5";"   244.2";"    18.8";"   454.0";"  2356.3";"   586.0";"   290.0";"   749.5";"   730.9";"   205.8";"   126.9";"    78.9";"    24.9";"    99.1";"     3.2";"   -62.0";"    52.7"
"130";"A048426";"2002JJ00";"  2320.9";"  1586.7";"     4.3";"   404.8";"   151.8";"   173.3";"  2219.5";"  1534.1";"   144.1";"   170.1";"   371.2";"       .";"       .";"       .";"   101.5";"   -27.6";"    38.7";"   112.5";"  2468.1";"  1715.9";"     1.5";"  1544.2";"  1226.1";"   219.6";"    98.6";"   170.1";"   752.3";"    10.1";"   231.5";"     5.6";"   505.1";"  2468.1";"   712.7";"   292.3";"   715.6";"   747.5";"   233.2";"   140.3";"    92.9";"    28.9";"   100.6";"     4.8";"   -52.4";"    53.5"
"131";"A048426";"2003JJ00";"  2447.9";"  1634.5";"    23.9";"   434.2";"   174.3";"   181.0";"  2377.1";"  1665.2";"   147.4";"   176.0";"   388.5";"       .";"       .";"       .";"    70.9";"   -22.6";"    -6.3";"    41.9";"  2557.3";"  1809.0";"     1.4";"  1635.8";"  1228.7";"   252.4";"   154.7";"   171.8";"   748.3";"     9.0";"   257.3";"    45.9";"   436.1";"  2557.4";"   770.0";"   269.0";"   680.1";"   838.2";"   249.0";"   139.2";"   109.8";"    30.1";"    89.3";"     1.7";"   -53.0";"    54.3"
"132";"A048426";"2004JJ00";"  2579.8";"  1738.9";"    15.1";"   454.8";"   185.6";"   185.4";"  2521.1";"  1761.1";"   164.8";"   189.3";"   405.9";"       .";"       .";"       .";"    58.7";"   -21.6";"     3.4";"    40.4";"  2651.4";"  1906.8";"     1.9";"  1733.8";"  1414.4";"   259.3";"    60.1";"   171.0";"   744.7";"     8.7";"   263.9";"    10.5";"   461.5";"  2651.4";"   831.9";"   290.9";"   660.7";"   867.9";"   258.7";"   165.6";"    93.1";"    31.4";"    85.8";"     1.6";"   -51.9";"    47.9"
"133";"A048426";"2005JJ00";"  2715.3";"  1836.3";"    15.3";"   482.6";"   200.9";"   180.3";"  2602.2";"  1824.0";"   180.2";"   195.7";"   402.2";"       .";"       .";"       .";"   113.2";"   -28.2";"     4.9";"    89.9";"  2763.0";"  1906.0";"     2.9";"  1751.6";"  1391.8";"   238.9";"   121.0";"   151.5";"   857.0";"    10.7";"   296.4";"     9.8";"   540.2";"  2763.0";"   924.7";"   282.9";"   660.5";"   894.9";"   263.5";"   182.6";"    80.9";"    33.5";"    95.8";"     3.3";"   -45.0";"    50.5"
"134";"A048426";"2006JJ00";"  2802.7";"  1875.7";"     3.4";"   509.8";"   214.8";"   199.0";"  2723.3";"  1904.2";"   175.5";"   188.0";"   455.6";"       .";"       .";"       .";"    79.4";"   -14.4";"     3.4";"    68.4";"  2733.7";"  1992.8";"     2.0";"  1871.3";"  1452.0";"   243.1";"   176.2";"   119.5";"   740.9";"    16.0";"   317.5";"    11.1";"   396.4";"  2733.7";"   982.2";"   237.8";"   586.9";"   926.8";"   309.9";"   219.3";"    90.7";"    35.9";"    79.9";"     2.4";"   -47.4";"    45.7"
"135";"A048426";"2007JJ00";"  2931.2";"  1985.1";"     4.3";"   528.5";"   217.0";"   196.2";"  2861.4";"  2052.6";"   169.2";"   200.2";"   439.4";"       .";"       .";"       .";"    69.8";"   -13.5";"   -18.0";"    38.3";"  2773.6";"  2064.2";"     1.7";"  1975.8";"  1494.4";"   256.2";"   225.2";"    86.8";"   709.4";"    12.1";"   313.7";"     9.1";"   374.5";"  2773.6";"   992.8";"   245.4";"   585.0";"   950.5";"   353.4";"   257.1";"    96.3";"    35.8";"    74.6";"     1.3";"   -49.5";"    43.6"
"136";"A048426";"2008JJ00";"  3139.6";"  2133.8";"    29.2";"   554.9";"   230.9";"   190.7";"  3100.4";"  2221.7";"   184.1";"   219.1";"   475.5";"   196.4";"    92.5";"   186.7";"    39.1";"   -14.4";"     0.5";"    25.3";"  2936.2";"  2217.2";"     3.2";"  2172.7";"  1719.2";"   276.5";"   177.0";"    41.3";"   719.0";"     6.6";"   320.6";"     1.3";"   390.5";"  2936.2";"  1061.4";"   180.7";"   676.5";"  1017.6";"   485.8";"   385.9";"    99.9";"    36.1";"    70.7";"     0.8";"   -52.1";"    38.8"
"137";"A048426";"2009JJ00";"  3300.9";"  2268.8";"    36.3";"   591.4";"   217.2";"   187.3";"  3236.7";"  2341.8";"   190.0";"   215.4";"   489.5";"   183.5";"    93.8";"   212.1";"    64.2";"   -23.6";"     6.5";"    47.1";"  3158.9";"  2341.8";"     2.7";"  2297.9";"  1810.0";"   301.0";"   186.9";"    41.2";"   817.1";"     4.4";"   337.5";"     1.7";"   473.4";"  3158.9";"  1110.1";"   171.2";"   811.5";"  1066.1";"   380.6";"   274.0";"   106.7";"    35.1";"    76.6";"     1.4";"   -52.4";"    40.9"
"138";"A048426";"2010JJ00";"  3528.5";"  2432.2";"    41.4";"   646.7";"   224.3";"   183.8";"  3364.5";"  2441.9";"   209.7";"   221.4";"   491.5";"   189.8";"   110.2";"   191.5";"   164.0";"   -30.7";"     0.8";"   134.1";"  3413.7";"  2339.7";"     2.6";"  2301.7";"  1897.2";"   288.4";"   116.1";"    35.4";"  1074.0";"     3.5";"   318.0";"     5.9";"   746.6";"  3413.7";"  1257.7";"   155.7";"   886.3";"  1114.1";"   247.1";"   164.5";"    82.6";"    36.8";"    96.4";"     3.8";"   -42.9";"    43.0"
"139";"A048426";"2011JJ00";"  3656.2";"  2525.4";"    46.4";"   685.8";"   219.3";"   179.3";"  3526.3";"  2593.9";"   200.5";"   221.8";"   510.1";"   195.3";"   115.7";"   199.1";"   129.9";"   -32.6";"    -0.7";"    96.6";"  3520.7";"  2347.9";"     3.6";"  2322.8";"  1995.7";"   306.4";"    20.7";"    21.4";"  1172.9";"     3.6";"   314.9";"     2.5";"   851.9";"  3520.7";"  1355.2";"   176.3";"   858.9";"  1130.3";"   249.2";"   152.3";"    96.9";"    38.5";"   103.8";"     2.6";"   -38.3";"    41.7"
"140";"A048426";"2012JJ00";"  3685.2";"  2559.0";"    37.6";"   719.0";"   197.1";"   172.6";"  3598.1";"  2683.8";"   214.0";"   224.9";"   475.4";"   163.4";"   109.7";"   202.3";"    87.1";"   -25.2";"    -1.1";"    60.8";"  3477.9";"  2359.3";"    19.6";"  2310.6";"  1909.8";"   286.9";"   114.0";"    29.0";"  1118.5";"     3.6";"   310.2";"     2.6";"   802.1";"  3477.9";"  1416.3";"   168.3";"   789.0";"  1104.3";"   251.6";"   169.4";"    82.3";"    40.7";"   101.3";"     1.7";"   -34.9";"    42.6"
"141";"A048426";"2013JJ00";"  3827.2";"  2657.8";"    32.5";"   759.5";"   181.0";"   196.3";"  3690.9";"  2760.4";"   210.7";"   228.6";"   491.1";"   159.0";"   117.1";"   215.1";"   136.3";"   -28.3";"    -0.2";"   107.8";"  3560.1";"  2389.2";"    17.2";"  2347.3";"  1898.0";"   281.7";"   167.6";"    24.7";"  1170.9";"     5.1";"   312.6";"     2.5";"   850.8";"  3560.1";"  1529.5";"   186.7";"   711.7";"  1132.3";"   246.3";"   170.6";"    75.7";"    43.0";"   103.4";"     2.8";"   -30.8";"    43.4"
"142";"A048426";"2014JJ00";"  3997.1";"  2772.3";"    34.3";"   810.5";"   173.6";"   206.3";"  3815.0";"  2849.6";"   247.5";"   236.9";"   481.0";"   162.2";"   124.1";"   194.7";"   182.0";"   -22.8";"    -0.6";"   158.6";"  3691.1";"  2410.6";"    13.0";"  2374.1";"  1913.7";"   286.7";"   173.7";"    23.5";"  1280.4";"     3.3";"   326.9";"     2.4";"   947.8";"  3691.1";"  1708.9";"   182.4";"   686.9";"  1112.9";"   293.2";"   199.3";"    93.8";"    46.3";"   115.1";"     4.0";"   -24.0";"    44.5"
"143";"A048426";"2015JJ00";"  4045.6";"  2837.3";"    32.4";"   841.2";"   174.3";"   160.5";"  3996.6";"  3002.2";"   225.5";"   238.1";"   530.7";"   170.9";"   137.9";"   221.9";"    49.0";"   -24.4";"    -1.1";"    23.5";"  3741.4";"  2479.6";"     6.3";"  2447.2";"  2058.7";"   308.9";"    79.6";"    26.1";"  1261.8";"     2.4";"   315.8";"     2.7";"   940.9";"  3741.4";"  1728.8";"   198.3";"   667.6";"  1146.7";"   334.8";"   228.6";"   106.2";"    46.2";"   110.0";"     0.6";"   -25.3";"    41.6"
"144";"A048426";"2016JJ00";"  4094.8";"  2852.2";"    35.8";"   860.8";"   181.8";"   164.1";"  4160.1";"  3142.9";"   239.8";"   233.1";"   544.3";"   174.3";"   141.7";"   228.3";"   -65.3";"   -25.9";"    -0.5";"   -91.7";"  3737.4";"  2532.8";"    10.6";"  2501.0";"  2093.3";"   309.8";"    97.8";"    21.2";"  1204.6";"     1.1";"   315.0";"     2.2";"   886.2";"  3737.4";"  1639.3";"   202.0";"   731.8";"  1164.3";"   328.3";"   236.7";"    91.7";"    43.9";"   103.5";"    -2.2";"   -30.2";"    40.2"
"145";"A048426";"2017JJ00";"  4239.1";"  2942.3";"    46.0";"   887.0";"   193.6";"   170.2";"  4224.1";"  3229.3";"   239.9";"   231.7";"   523.2";"   167.5";"   140.6";"   215.1";"    15.0";"   -26.0";"    -1.1";"   -12.6";"  3653.7";"  2534.7";"    10.0";"  2500.9";"  2138.7";"   300.5";"    61.7";"    23.8";"  1119.0";"     1.5";"   151.7";"     0.9";"   964.9";"  3654.0";"  1622.6";"   243.5";"   741.1";"  1046.8";"   255.4";"   175.3";"    80.1";"    44.4";"   106.9";"    -0.3";"   -29.9";"    35.7"
"146";"A048426";"2018JJ00";"  4455.6";"  3160.2";"    53.3";"   877.8";"   198.8";"   165.5";"  4317.5";"  3308.6";"   245.8";"   230.4";"   532.7";"   170.9";"   145.1";"   216.7";"   138.1";"   -24.9";"    -0.9";"   112.0";"  3865.5";"  2583.0";"     7.7";"  2537.1";"  2144.9";"   290.7";"   101.5";"    38.2";"  1282.5";"     1.5";"   153.3";"     0.2";"  1127.5";"  3865.7";"  1744.6";"   271.6";"   768.6";"  1080.9";"   292.8";"   211.9";"    80.9";"    45.1";"   118.7";"     2.5";"   -25.1";"    38.6"
"147";"A048427";"1998JJ00";"  3175.2";"  2139.8";"";"   199.1";"   568.3";"   268.0";"  3130.7";"  2061.7";"   137.3";"   364.6";"   567.1";"       .";"       .";"       .";"    44.5";"    43.4";"    23.5";"   111.3";"  3974.0";"  2250.5";"     5.0";"  2118.2";"  1765.5";"   235.8";"   117.0";"   127.2";"  1723.5";"   431.5";"   378.4";"   207.8";"   705.8";"  3974.0";"  2483.9";"   392.4";"    37.9";"  1059.7";"   212.3";"   127.9";"    84.4";"    62.5";"   162.6";"     3.5";"    17.1";"    69.6"
"148";"A048427";"1999JJ00";"  3364.0";"  2252.1";"";"   210.4";"   613.0";"   288.5";"  3334.4";"  2220.1";"   161.4";"   344.5";"   608.4";"       .";"       .";"       .";"    29.7";"    38.3";"     3.1";"    71.2";"  4080.1";"  2345.2";"     5.2";"  2191.2";"  1816.5";"   232.7";"   142.0";"   148.8";"  1734.9";"   432.9";"   394.7";"   230.4";"   676.9";"  4080.1";"  2508.1";"   388.8";"    66.6";"  1116.6";"   275.1";"   181.4";"    93.7";"    61.5";"   155.4";"     2.1";"    14.1";"    67.3"
"149";"A048427";"2000JJ00";"  3552.3";"  2344.3";"";"   211.9";"   682.4";"   313.7";"  3558.0";"  2369.6";"   171.7";"   360.1";"   656.6";"       .";"       .";"       .";"    -5.6";"    43.6";"    -0.4";"    37.5";"  4056.3";"  2556.8";"     5.2";"  2292.5";"  1850.6";"   253.7";"   188.3";"   259.1";"  1499.5";"   302.2";"   440.0";"   176.9";"   580.3";"  4056.3";"  2501.2";"   367.3";"    90.1";"  1097.6";"   274.5";"   178.7";"    95.8";"    61.7";"   136.6";"     1.1";"     8.9";"    62.1"
"150";"A048427";"2001JJ00";"  3811.2";"  2471.8";"     7.8";"   226.7";"   732.4";"   372.5";"  3819.8";"  2483.4";"   199.5";"   326.0";"   810.9";"       .";"       .";"       .";"    -8.6";"    37.4";"   -30.3";"    -1.5";"  4143.8";"  2747.1";"     5.6";"  2478.2";"  1964.8";"   270.4";"   242.9";"   263.3";"  1396.7";"   113.4";"   541.6";"   131.3";"   610.3";"  4143.8";"  2448.4";"   429.2";"   151.5";"  1114.7";"   385.7";"   286.2";"    99.6";"    59.1";"   125.3";"     0.0";"    -1.2";"    57.2"
"151";"A048427";"2002JJ00";"  4066.0";"  2560.2";"     8.2";"   243.3";"   838.6";"   415.7";"  4055.3";"  2674.9";"   216.6";"   344.1";"   819.7";"       .";"       .";"       .";"    10.7";"    18.4";"   -25.2";"     3.8";"  4354.3";"  2963.9";"     6.6";"  2702.9";"  2177.0";"   294.0";"   231.9";"   254.4";"  1390.3";"    95.0";"   589.1";"    68.6";"   637.6";"  4354.3";"  2435.3";"   452.4";"   144.2";"  1322.5";"   502.9";"   387.5";"   115.3";"    55.9";"   105.1";"     0.1";"   -10.5";"    53.5"
"152";"A048427";"2003JJ00";"  4258.6";"  2694.2";"     8.1";"   273.0";"   849.5";"   433.8";"  4237.8";"  2795.8";"   232.3";"   350.5";"   859.2";"       .";"       .";"       .";"    20.9";"    23.6";"   -28.7";"    15.8";"  4287.2";"  3066.0";"     9.6";"  2804.4";"  2104.1";"   285.4";"   414.9";"   252.0";"  1221.2";"    33.2";"   494.6";"    36.6";"   656.7";"  4287.3";"  2332.7";"   488.6";"   254.3";"  1211.8";"   493.2";"   405.0";"    88.2";"    54.4";"   100.8";"     0.4";"   -17.5";"    51.3"
"153";"A048427";"2004JJ00";"  4404.8";"  2753.9";"     7.7";"   296.1";"   926.2";"   420.9";"  4351.7";"  2717.1";"   266.6";"   333.6";"  1034.4";"       .";"       .";"       .";"    53.1";"    16.0";"   -24.5";"    44.5";"  4294.3";"  3092.3";"     9.7";"  2895.3";"  2265.7";"   283.6";"   345.9";"   187.3";"  1202.0";"    26.1";"   482.9";"    14.7";"   678.4";"  4294.2";"  2366.3";"   465.7";"   274.2";"  1187.9";"   396.3";"   303.2";"    93.1";"    55.1";"   101.2";"     1.0";"   -19.2";"    46.1"
"154";"A048427";"2005JJ00";"  4574.3";"  2841.3";"     7.6";"   313.5";"   969.1";"   442.8";"  4534.8";"  2818.0";"   263.7";"   350.9";"  1102.3";"       .";"       .";"       .";"    39.5";"    10.6";"   -10.6";"    39.6";"  4380.2";"  3224.3";"     1.7";"  3030.5";"  2445.3";"   277.5";"   307.7";"   192.1";"  1155.9";"    23.5";"   489.6";"     9.9";"   632.8";"  4380.3";"  2402.6";"   450.9";"   245.2";"  1281.7";"   390.9";"   302.0";"    88.9";"    54.9";"    90.2";"     0.9";"   -22.1";"    42.3"
"155";"A048427";"2006JJ00";"  4740.0";"  2920.6";"     7.2";"   330.6";"  1013.3";"   468.3";"  4605.1";"  2760.2";"   275.6";"   339.8";"  1229.5";"       .";"       .";"       .";"   135.0";"    19.3";"    -6.9";"   147.4";"  4587.1";"  3368.9";"     8.0";"  3141.7";"  2546.6";"   272.6";"   322.5";"   219.3";"  1218.2";"    37.1";"   540.0";"    12.2";"   628.9";"  4587.1";"  2547.4";"   453.9";"   253.6";"  1332.3";"   484.8";"   341.9";"   142.9";"    55.5";"    91.4";"     3.1";"   -20.3";"    43.0"
"156";"A048427";"2007JJ00";"  4956.1";"  3008.4";"     7.1";"   344.2";"  1086.4";"   510.0";"  4832.7";"  2913.4";"   282.8";"   346.5";"  1290.0";"   109.7";"   318.8";"   861.5";"   123.3";"    27.3";"    -2.3";"   148.3";"  4792.9";"  3459.1";"    10.1";"  3298.2";"  2563.5";"   287.8";"   446.8";"   150.9";"  1333.7";"    49.4";"   561.7";"    23.3";"   699.3";"  4792.9";"  2689.4";"   437.0";"   265.1";"  1401.3";"   511.2";"   384.8";"   126.3";"    56.1";"    95.2";"     3.0";"   -20.2";"    45.0"
"157";"A048427";"2008JJ00";"  5473.5";"  3197.6";"    17.2";"   356.8";"  1299.0";"   603.0";"  5333.7";"  3308.5";"   327.5";"   416.2";"  1281.5";"    79.8";"   226.1";"   975.6";"   139.8";"    16.5";"   -21.7";"   134.6";"  5225.5";"  3657.4";"    15.7";"  3496.3";"  2802.9";"   313.0";"   380.4";"   145.4";"  1568.1";"    15.7";"   869.3";"    21.9";"   661.2";"  5225.5";"  2838.2";"   379.6";"   311.3";"  1696.4";"   613.9";"   486.2";"   127.7";"    54.3";"    92.4";"     2.5";"   -20.6";"    44.3"
"158";"A048427";"2009JJ00";"  5737.7";"  3340.1";"    19.0";"   421.3";"  1436.1";"   521.2";"  5706.5";"  3642.9";"   312.6";"   442.9";"  1307.9";"   170.1";"   204.1";"   933.8";"    31.3";"     3.9";"    -5.2";"    30.0";"  5686.8";"  3926.1";"    18.3";"  3760.7";"  2971.1";"   333.1";"   456.5";"   147.2";"  1760.6";"    14.2";"   949.1";"    35.7";"   761.6";"  5686.8";"  2883.5";"   391.9";"   496.0";"  1915.4";"   637.8";"   507.0";"   130.8";"    50.7";"    91.9";"     0.5";"   -26.3";"    47.3"
"159";"A048427";"2010JJ00";"  5900.5";"  3354.5";"    19.6";"   465.8";"  1526.5";"   534.1";"  5836.6";"  3822.3";"   332.3";"   432.9";"  1249.1";"   192.3";"   197.1";"   859.6";"    63.9";"    -6.3";"    -6.6";"    51.0";"  5936.0";"  4073.3";"    14.6";"  3882.4";"  3205.7";"   348.3";"   328.4";"   176.3";"  1862.7";"    12.4";"   904.9";"    42.1";"   903.2";"  5936.0";"  2947.3";"   382.7";"   557.9";"  2048.2";"   491.2";"   368.5";"   122.7";"    49.7";"    90.9";"     0.9";"   -27.9";"    46.3"
"160";"A048427";"2011JJ00";"  6099.7";"  3441.8";"    19.3";"   489.8";"  1599.8";"   549.1";"  6005.0";"  3875.5";"   400.7";"   471.5";"  1257.4";"   198.3";"   186.8";"   872.3";"    94.7";"    -8.6";"    -9.2";"    76.9";"  6175.7";"  4146.4";"    13.1";"  3942.3";"  3334.0";"   335.1";"   273.2";"   191.0";"  2029.3";"    11.3";"   899.1";"    36.4";"  1082.5";"  6175.7";"  3023.4";"   431.9";"   568.1";"  2152.1";"   545.0";"   436.7";"   108.3";"    49.0";"    94.3";"     1.3";"   -26.7";"    46.6"
"161";"A048427";"2012JJ00";"  6180.3";"  3465.1";"    15.7";"   520.8";"  1649.5";"   529.2";"  6040.9";"  3924.0";"   387.0";"   454.5";"  1275.5";"   186.2";"   217.3";"   872.0";"   139.4";"   -22.1";"   -13.6";"   103.7";"  6571.8";"  4229.5";"    31.6";"  4012.9";"  3299.7";"   311.3";"   401.8";"   185.0";"  2342.3";"    11.1";"   856.2";"    38.5";"  1436.5";"  6571.8";"  3124.4";"   423.1";"   668.2";"  2356.1";"   480.6";"   379.2";"   101.4";"    47.5";"    99.4";"     1.7";"   -25.6";"    52.9"
"162";"A048427";"2013JJ00";"  6305.3";"  3584.8";"    16.3";"   540.6";"  1656.9";"   506.7";"  6140.8";"  4039.8";"   384.3";"   456.0";"  1260.7";"   159.3";"   248.6";"   852.8";"   164.4";"   -13.6";"    -2.0";"   148.8";"  6701.1";"  4363.6";"    42.0";"  4098.6";"  3368.0";"   286.3";"   444.2";"   223.0";"  2337.5";"     9.8";"   826.0";"    40.0";"  1461.7";"  6701.1";"  3242.8";"   441.7";"   629.7";"  2386.9";"   538.1";"   445.0";"    93.1";"    48.4";"    97.9";"     2.4";"   -23.9";"    52.9"
"163";"A048427";"2014JJ00";"  6373.2";"  3626.0";"     2.7";"   535.9";"  1712.2";"   496.4";"  6206.6";"  4078.6";"   402.1";"   468.2";"  1257.7";"   158.2";"   264.9";"   834.7";"   166.6";"   -22.4";"    -1.2";"   143.0";"  6852.9";"  4604.4";"    56.4";"  4336.1";"  3570.7";"   289.5";"   475.8";"   211.9";"  2248.6";"    10.4";"   741.3";"    41.9";"  1455.0";"  6852.9";"  3383.6";"   435.9";"   732.9";"  2300.6";"   621.7";"   514.7";"   106.9";"    49.4";"    97.7";"     2.2";"   -26.3";"    51.5"
"164";"A048427";"2015JJ00";"  6638.8";"  3696.7";"     1.4";"   579.5";"  1838.0";"   523.3";"  6490.6";"  4251.2";"   403.9";"   500.5";"  1335.0";"   160.8";"   265.4";"   908.8";"   148.2";"    -1.5";"   -13.5";"   133.2";"  7157.3";"  4754.6";"    63.9";"  4502.4";"  3614.1";"   301.3";"   586.9";"   188.3";"  2402.7";"    11.2";"   746.4";"    41.8";"  1603.3";"  7157.3";"  3509.9";"   449.4";"   774.6";"  2423.3";"   553.3";"   436.5";"   116.7";"    49.0";"    99.1";"     2.0";"   -26.8";"    53.4"
"165";"A048427";"2016JJ00";"  6802.9";"  3802.4";"     0.9";"   613.6";"  1820.1";"   566.0";"  6653.7";"  4380.6";"   443.4";"   479.1";"  1350.5";"   168.0";"   274.1";"   908.5";"   149.2";"   -12.2";"   -14.2";"   122.7";"  7383.1";"  4777.8";"    57.7";"  4584.4";"  3894.3";"   307.0";"   383.1";"   135.7";"  2605.3";"    10.8";"   871.8";"    39.4";"  1683.4";"  7383.1";"  3609.0";"   447.0";"   777.8";"  2549.3";"   489.2";"   389.0";"   100.2";"    48.9";"   102.2";"     1.8";"   -25.7";"    51.3"
"166";"A048427";"2017JJ00";"  6956.8";"  3900.9";"     0.8";"   656.6";"  1865.0";"   533.5";"  6863.8";"  4610.2";"   439.5";"   462.5";"  1351.6";"   140.6";"   271.1";"   939.9";"    93.0";"   -18.7";"    18.0";"    63.5";"  7527.4";"  4891.2";"    51.2";"  4696.2";"  3914.8";"   328.7";"   452.7";"   143.8";"  2636.2";"     9.3";"   902.4";"    39.6";"  1684.9";"  7527.6";"  3701.6";"   433.2";"   773.5";"  2619.3";"   522.1";"   415.8";"   106.3";"    49.2";"   100.6";"     0.9";"   -25.5";"    51.9"
"167";"A048427";"2018JJ00";"  7287.7";"  4121.0";"     0.7";"   691.1";"  1924.8";"   550.1";"  7190.2";"  4825.0";"   444.5";"   511.4";"  1409.3";"   118.3";"   291.3";"   999.7";"    97.5";"   -30.3";"    19.7";"    55.9";"  7657.6";"  4921.1";"    48.7";"  4729.6";"  3994.3";"   351.0";"   384.3";"   142.8";"  2736.5";"     8.0";"   834.9";"    34.1";"  1859.5";"  7657.8";"  3760.8";"   485.0";"   762.2";"  2649.8";"   458.4";"   336.7";"   121.7";"    49.1";"   103.3";"     0.8";"   -23.5";"    50.3"
"168";"A048419";"1998JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"169";"A048419";"1999JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"170";"A048419";"2000JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"171";"A048419";"2001JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"172";"A048419";"2002JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"173";"A048419";"2003JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"174";"A048419";"2004JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
