,Date,Pricing,Market,Product,Price,Change,Unit
1489,2022-10-29,Retail,Kadugli,Eggs,2700.0,0%,Egg tray
1490,2022-10-29,Retail,Kadugli,Mutton,3000.0,0%,Kilogram
1491,2022-10-29,Retail,Kadugli,Goat (Meat),3000.0,0%,Kilogram
1492,2022-10-29,Retail,Kadugli,Calf meat,1400.0,-12.5%,Kilogram
1493,2022-10-29,Retail,Kadugli,Beef (Boneless),3800.0,0%,Kilogram
1494,2022-10-29,Retail,Kadugli,Beef (Bone-in),1400.0,-12.5%,Kilogram
1495,2022-10-29,Wholesale,Kadugli,Sheep (35 - 40 Kg Live + 2 years),87000.0,0%,Head
1496,2022-10-29,Wholesale,Kadugli,Milking Goat,33000.0,0%,Head
1497,2022-10-29,Wholesale,Kadugli,Goat (Noubian Male live 13-30kgs),38000.0,-5%,Head
1498,2022-10-29,Wholesale,Kadugli,"Calf (live, 250 Kg)",157000.0,-1.88%,Head
1499,2022-10-29,Wholesale,Kadugli,Local milking Cow - Low Yeilder,175000.0,-1.69%,Head
1500,2022-10-29,Wholesale,Kadugli,"Bull (350 kg, live)",280000.0,0%,Head
1501,2022-10-29,Retail,Khartoum,Mango (Baladi),2000.0,-86.67%,Dozen
1502,2022-10-29,Retail,Khartoum,Watermelon,1500.0,0%,Piece
1503,2022-10-29,Retail,Khartoum,Tomato,1200.0,100%,Kilogram
1504,2022-10-29,Retail,Khartoum,Grapefruits,3600.0,0%,Dozen
1505,2022-10-29,Retail,Khartoum,Oranges,1000.0,0%,Dozen
1506,2022-10-29,Retail,Khartoum,Guava,1000.0,-16.67%,Kilogram
1507,2022-10-29,Retail,Khartoum,Banana,350.0,0%,Kilogram
1508,2022-10-29,Retail,Khartoum,Red Onion,2400.0,-20%,Rubu
1509,2022-10-29,Retail,Khartoum,Lemons & Limes,800.0,0%,Kilogram
1510,2022-10-29,Retail,Khartoum,Potato (Local),500.0,0%,Kilogram
1511,2022-10-29,Retail,Khartoum,Eggplant,500.0,0%,Kilogram
1512,2022-10-29,Retail,Khartoum,Okra (fresh),1000.0,0%,Kilogram
1513,2022-10-29,Wholesale,El Damer,Milking Goat,45666.0,14.16%,Head
1514,2022-10-29,Wholesale,El Damer,"Bull (350 kg, live)",380000.0,-9.52%,Head
1515,2022-10-29,Wholesale,El Damer,Donkey (male),120000.0,-18.18%,Head
1516,2022-10-29,Wholesale,El Damer,Local milking Cow - Hi Yeilder,300000.0,-14.29%,Head
1517,2022-10-29,Wholesale,El Damer,"Calf (live, 250 Kg)",200000.0,-31.03%,Head
1518,2022-10-29,Wholesale,El Damer,Camels,430000.0,-4.09%,Head
1519,2022-10-29,Wholesale,El Damer,Sheep (35 - 40 Kg Live + 2 years),81333.0,25.13%,Head
1520,2022-10-29,Retail,El Damer,Nile perch,2500.0,0%,Kilogram
1521,2022-10-29,Retail,El Damer,Tilapia,2500.0,0%,Kilogram
1522,2022-10-29,Retail,El Damer,Camel Meat,4500.0,0%,Kilogram
1523,2022-10-29,Retail,El Damer,Eggs,3000.0,0%,Egg tray
1524,2022-10-29,Retail,El Damer,Chicken,2200.0,0%,Kilogram
1525,2022-10-29,Retail,El Damer,Dry Fish,4000.0,0%,Kilogram
1526,2022-10-29,Retail,El Damer,Beef (Boneless),4000.0,0%,Kilogram
1527,2022-10-29,Retail,El Damer,Beef (Bone-in),3200.0,0%,Kilogram
1528,2022-10-29,Retail,El Damer,Mutton,5000.0,0%,Kilogram
1529,2022-10-29,Retail,El Damer,Milk,300.0,0%,Ratoul
1530,2022-10-29,Retail,El Damer,Bee Honey,3500.0,16.67%,Liter
1531,2022-10-29,Retail,El Damer,White Cheese,4500.0,0%,Kilogram
1532,2022-10-29,Wholesale,El Damer,Cotton Seed,22000.0,0%,Standard Sack ~90kg
1533,2022-10-29,Wholesale,El Damer,Forage products,13000.0,0%,Kilogram
1534,2022-10-29,Wholesale,El Damer,Alfa Alfa bale,2800.0,0%,Box (80 pieces)
1535,2022-10-29,Wholesale,El Damer,Crushed Sorghum,35000.0,0%,Standard Sack ~90kg
1536,2022-10-29,Retail,El Obeid,Milk,500.0,0%,Ratoul
1537,2022-10-29,Retail,El Obeid,Chicken,2000.0,0%,Kilogram
1538,2022-10-29,Retail,El Obeid,White Cheese,4000.0,0%,Kilogram
1539,2022-10-29,Retail,El Obeid,Lamb Meat,3000.0,0%,Kilogram
1540,2022-10-29,Retail,El Obeid,Camel Meat,3000.0,0%,Kilogram
1541,2022-10-29,Retail,El Obeid,Goat (Meat),3000.0,0%,Kilogram
1542,2022-10-29,Retail,El Obeid,Beef (Boneless),2400.0,0%,Kilogram
1543,2022-10-29,Retail,El Obeid,Mutton,3000.0,0%,Kilogram
1544,2022-10-29,Retail,El Obeid,Beef (Bone-in),1400.0,-22.22%,Kilogram
1545,2022-10-29,Retail,El Obeid,Calf meat,1800.0,0%,Kilogram
1546,2022-10-29,Retail,El Obeid,Eggs,2400.0,0%,Egg tray
1547,2022-10-29,Wholesale,El Obeid,Goat (Noubian Male live 13-30kgs),55000.0,10%,Head
1548,2022-10-29,Wholesale,El Obeid,Milking Goat,60000.0,0%,Head
1549,2022-10-29,Wholesale,El Obeid,"Calf (live, 250 Kg)",110000.0,-4.35%,Head
1550,2022-10-29,Wholesale,El Obeid,Sheep (35 - 40 Kg Live + 2 years),60000.0,0%,Head
1551,2022-10-29,Wholesale,El Obeid,Camels,600000.0,0%,Head
1552,2022-10-29,Wholesale,El Obeid,"Bull (350 kg, live)",260000.0,-7.14%,Head
1553,2022-10-29,Wholesale,El Obeid,Local milking Cow - Hi Yeilder,600000.0,0%,Head
1554,2022-10-29,Wholesale,El Obeid,Local milking Cow - Low Yeilder,320000.0,0%,Head
1555,2022-10-29,Retail,El Nuhud,Okra (Dry),7000.0,0%,Rubu
1556,2022-10-29,Wholesale,El Nuhud,Okra (Dry),90000.0,0%,Standard Sack ~90kg
1557,2022-10-29,Retail,El Nuhud,Eggplant,500.0,0%,Kilogram
1558,2022-10-29,Retail,El Nuhud,Lemons & Limes,700.0,0%,Kilogram
1559,2022-10-29,Retail,El Nuhud,Tomato,1000.0,0%,Kilogram
1560,2022-10-29,Wholesale,El Nuhud,Tomato,800.0,0%,Kilogram
1561,2022-10-29,Retail,El Nuhud,Okra (fresh),1000.0,25%,Kilogram
1562,2022-10-29,Retail,El Nuhud,Red Onion,2600.0,0%,Rubu
1563,2022-10-29,Wholesale,El Nuhud,Red Onion,37000.0,-2.63%,Big Sack ~100kg
1564,2022-10-29,Retail,El Nuhud,Potato (Local),600.0,0%,Kilogram
1565,2022-10-29,Retail,El Nuhud,Pigeon Peas,750.0,0%,Kilogram
1566,2022-10-29,Wholesale,El Nuhud,Pigeon Peas,50000.0,0%,Standard Sack ~90kg
1567,2022-10-29,Retail,El Nuhud,Broad Beans,1700.0,0%,Kilogram
1568,2022-10-29,Wholesale,El Nuhud,Broad Beans,110000.0,0%,Standard Sack ~90kg
1569,2022-10-29,Retail,El Nuhud,Shelled Groundnuts,600.0,0%,Kilogram
1570,2022-10-29,Wholesale,El Nuhud,Shelled Groundnuts,24000.0,0%,Medium Sack ~50kg
1571,2022-10-29,Wholesale,El Nuhud,Groundnut (unshelled),10500.0,-4.55%,KANTAR (45 KG)
1572,2022-10-29,Retail,El Nuhud,Sesame,630.0,0%,Kilogram
1573,2022-10-29,Wholesale,El Nuhud,Sesame,23000.0,0%,KANTAR (45 KG)
1574,2022-10-29,Retail,El Nuhud,Sugar,700.0,0%,Kilogram
1575,2022-10-29,Wholesale,El Nuhud,Sugar,30000.0,0%,Medium Sack ~50kg
1576,2022-10-29,Retail,El Nuhud,Non agric. labour wage,2500.0,0%,Day wage
1577,2022-10-29,Retail,El Nuhud,Agric. Labour Wage,3000.0,0%,Day wage
1578,2022-10-29,Retail,El Nuhud,Diesel (Parallel),800.0,-5.88%,Liter
1579,2022-10-29,Retail,El Nuhud,Diesel (Commercial),750.0,-6.25%,Liter
1580,2022-10-29,Wholesale,El Nuhud,Fire wood,3600.0,0%,2 bundles of fire wood -Donkey Load
1581,2022-10-29,Retail,El Nuhud,Dry Barakawi Dates,3000.0,0%,Rubu
1582,2022-10-29,Wholesale,El Nuhud,Dry Barakawi Dates,33000.0,0%,Standard Sack ~90kg
1583,2022-10-29,Retail,El Nuhud,Oranges,1500.0,0%,Dozen
1584,2022-10-29,Wholesale,El Nuhud,Oranges,11000.0,0%,100 Piece
1585,2022-10-29,Retail,El Nuhud,Grapefruits,1500.0,0%,Dozen
1586,2022-10-29,Wholesale,El Nuhud,Grapefruits,5000.0,0%,50 Piece
1587,2022-10-29,Retail,El Nuhud,Banana,500.0,0%,Kilogram
1588,2022-10-29,Wholesale,El Nuhud,Banana,400.0,0%,Kilogram
1589,2022-10-29,Retail,El Nuhud,Sorghum Safra,530.0,0%,Kilogram
1590,2022-10-29,Wholesale,El Nuhud,Sorghum Safra,48000.0,0%,Standard Sack ~90kg
1591,2022-10-29,Retail,El Nuhud,Wheat Grain,430.0,0%,Kilogram
1592,2022-10-29,Wholesale,El Nuhud,Wheat Grain,35000.0,0%,Standard Sack ~90kg
1593,2022-10-29,Retail,El Nuhud,Sorghum (Feterita),410.0,0%,Kilogram
1594,2022-10-29,Wholesale,El Nuhud,Sorghum (Feterita),35000.0,0%,Standard Sack ~90kg
1595,2022-10-29,Retail,El Nuhud,Sorghum (Tabat),540.0,0%,Kilogram
1596,2022-10-29,Wholesale,El Nuhud,Sorghum (Tabat),48000.0,0%,Standard Sack ~90kg
1597,2022-10-29,Retail,El Nuhud,Wheat flour,700.0,0%,Kilogram
1598,2022-10-29,Wholesale,El Nuhud,Wheat flour,24000.0,0%,Small Sack ~25kg
1599,2022-10-29,Retail,El Nuhud,Millet,650.0,0%,Kilogram
1600,2022-10-29,Wholesale,El Nuhud,Millet,50000.0,0%,Standard Sack ~90kg
1601,2022-10-29,Wholesale,Ed Daein,"Calf (live, 250 Kg)",125000.0,1.63%,Head
1602,2022-10-29,Wholesale,Ed Daein,"Bull (350 kg, live)",152000.0,1.33%,Head
1603,2022-10-29,Wholesale,Ed Daein,Donkey (male),153000.0,3.38%,Head
1604,2022-10-29,Wholesale,Ed Daein,Horse,247000.0,0.82%,Head
1605,2022-10-29,Wholesale,Ed Daein,Lamb - (live 15-30kgs),38000.0,0.53%,Head
1606,2022-10-29,Wholesale,Ed Daein,Sheep (35 - 40 Kg Live + 2 years),65000.0,4.84%,Head
1607,2022-10-29,Retail,Ed Daein,Eggs,3000.0,0%,Egg tray
1608,2022-10-29,Retail,Ed Daein,Goat (Meat),2700.0,0%,Kilogram
1609,2022-10-29,Retail,Ed Daein,Mutton,2700.0,0%,Kilogram
1610,2022-10-29,Retail,Ed Daein,Calf meat,2000.0,0%,Kilogram
1611,2022-10-29,Retail,Ed Daein,Beef (Boneless),2900.0,0%,Kilogram
1612,2022-10-29,Retail,Ed Daein,Beef (Bone-in),1800.0,0%,Kilogram
1613,2022-10-29,Retail,Madani,Sweet Potato,500.0,0%,Kilogram
1614,2022-10-29,Retail,Madani,Potato (Local),1000.0,0%,Kilogram
1615,2022-10-29,Retail,Madani,Red Onion,2500.0,-16.67%,Rubu
1616,2022-10-29,Retail,Madani,Lemons & Limes,1000.0,0%,Kilogram
1617,2022-10-29,Wholesale,Madani,Potato (Local),18500.0,-7.5%,Medium Sack ~50kg
1618,2022-10-29,Wholesale,Madani,Red Onion,22500.0,-35.71%,Big Sack ~100kg
1619,2022-10-29,Wholesale,Madani,Lemons & Limes,20000.0,33.33%,Medium Sack ~50kg
1620,2022-10-29,Retail,Madani,Tomato,1000.0,0%,Kilogram
1621,2022-10-29,Retail,Madani,Eggplant,500.0,0%,Kilogram
1622,2022-10-29,Retail,Madani,Okra (fresh),500.0,0%,Kilogram
1623,2022-10-29,Wholesale,Madani,Tomato,972.0,-12.52%,Kilogram
1624,2022-10-29,Wholesale,Madani,Eggplant,7000.0,16.67%,Medium Sack ~50kg
1625,2022-10-29,Wholesale,Madani,Okra (fresh),4250.0,41.67%,Small Sack ~25kg
1626,2022-10-29,Retail,Madani,Banana,300.0,-14.29%,Kilogram
1627,2022-10-29,Retail,Madani,Guava,1250.0,13.64%,Kilogram
1628,2022-10-29,Retail,Madani,Grapefruits,2000.0,0%,Dozen
1629,2022-10-29,Retail,Madani,Oranges,1000.0,0%,Dozen
1630,2022-10-29,Wholesale,Madani,Banana,250.0,-16.67%,Kilogram
1631,2022-10-29,Wholesale,Madani,Guava,800.0,6.67%,Kilogram
1632,2022-10-29,Wholesale,Madani,Grapefruits,10000.0,0%,50 Piece
1633,2022-10-29,Wholesale,Madani,Oranges,6000.0,-7.69%,100 Piece
1634,2022-10-27,Retail,Nyala,Eggs,2800.0,-6.67%,Egg tray
1635,2022-10-27,Retail,Nyala,Camel Meat,1400.0,-6.67%,Kilogram
1636,2022-10-27,Retail,Nyala,Mutton,2300.0,-4.17%,Kilogram
1637,2022-10-27,Retail,Nyala,Goat (Meat),2300.0,-4.17%,Kilogram
1638,2022-10-27,Retail,Nyala,Calf meat,1400.0,-6.67%,Kilogram
1639,2022-10-27,Retail,Nyala,Beef (Boneless),2200.0,-4.35%,Kilogram
1640,2022-10-27,Retail,Nyala,Beef (Bone-in),1400.0,-6.67%,Kilogram
1641,2022-10-27,Wholesale,Nyala,Donkey (male),58000.0,5.45%,Head
1642,2022-10-27,Wholesale,Nyala,Horse,240000.0,4.35%,Head
1643,2022-10-27,Wholesale,Nyala,Camels,570000.0,1.79%,Head
1644,2022-10-27,Wholesale,Nyala,Milking Goat,27000.0,-3.57%,Head
1645,2022-10-27,Wholesale,Nyala,Goat (Noubian Male live 13-30kgs),23500.0,-2.08%,Head
1646,2022-10-27,Wholesale,Nyala,Sheep (35 - 40 Kg Live + 2 years),46000.0,-2.13%,Head
1647,2022-10-27,Wholesale,Nyala,"Calf (live, 250 Kg)",125000.0,-3.85%,Head
1648,2022-10-27,Wholesale,Nyala,"Bull (350 kg, live)",270000.0,-1.82%,Head
1649,2022-10-27,Retail,Kadugli,Gasoline (Commercial),922.0,0%,Liter
1650,2022-10-27,Retail,Kadugli,Okra (fresh),500.0,0%,Kilogram
1651,2022-10-27,Retail,Kadugli,Eggplant,700.0,0%,Kilogram
1652,2022-10-27,Retail,Kadugli,Lemons & Limes,1000.0,-16.67%,Kilogram
1653,2022-10-27,Retail,Kadugli,Potato (Local),1500.0,0%,Kilogram
1654,2022-10-27,Retail,Kadugli,Sweet Potato,1500.0,0%,Kilogram
1655,2022-10-27,Retail,Kadugli,Banana,700.0,0%,Kilogram
1656,2022-10-27,Retail,Kadugli,Grapefruits,4200.0,0%,Dozen
1657,2022-10-27,Retail,Kadugli,Oranges,1700.0,0%,Dozen
1658,2022-10-27,Retail,Kadugli,Red Onion,2600.0,0%,Rubu
1659,2022-10-27,Retail,Kadugli,Groundnut (unshelled),233.3,0%,Kilogram
1660,2022-10-27,Retail,Kadugli,Hibiscus,1600.0,0%,Kilogram
1661,2022-10-27,Retail,Kadugli,Wheat Grain,666.0,0%,Kilogram
1662,2022-10-27,Retail,Kadugli,Millet,700.0,0%,Kilogram
1663,2022-10-27,Retail,Kadugli,Sorghum Wad Ahmed,500.0,0%,Kilogram
1664,2022-10-27,Retail,Kadugli,Sorghum (Feterita),433.3,0%,Kilogram
1665,2022-10-27,Retail,Kadugli,Sorghum (Tabat),700.0,0%,Kilogram
1666,2022-10-27,Wholesale,Kadugli,Gasoline (Commercial),182600.0,0%,Barrel
1667,2022-10-27,Wholesale,Kadugli,Non agric. labour wage,6000.0,0%,Day wage
1668,2022-10-27,Wholesale,Kadugli,Grapefruits,23000.0,4.55%,50 Piece
1669,2022-10-27,Wholesale,Kadugli,Oranges,19000.0,5.56%,100 Piece
1670,2022-10-27,Wholesale,Kadugli,Fire wood,2000.0,0%,2 bundles of fire wood -Donkey Load
1671,2022-10-27,Wholesale,Kadugli,Eggplant,18000.0,0%,Medium Sack ~50kg
1672,2022-10-27,Wholesale,Kadugli,Lemons & Limes,14500.0,-3.33%,Medium Sack ~50kg
1673,2022-10-27,Wholesale,Kadugli,Potato (Local),30000.0,3.45%,Medium Sack ~50kg
1674,2022-10-27,Wholesale,Kadugli,Sweet Potato,19000.0,0%,Medium Sack ~50kg
1675,2022-10-27,Wholesale,Kadugli,Banana,600.0,0%,Kilogram
1676,2022-10-27,Wholesale,Kadugli,Cowpea,9000.0,0%,Standard Sack ~90kg
1677,2022-10-27,Wholesale,Kadugli,Chicpeas,64000.0,0%,Standard Sack ~90kg
1678,2022-10-27,Wholesale,Kadugli,Pigeon Peas,72000.0,2.86%,Standard Sack ~90kg
1679,2022-10-27,Wholesale,Kadugli,Red Onion,32000.0,0%,Big Sack ~100kg
1680,2022-10-27,Wholesale,Kadugli,Okra (Dry),60000.0,-3.23%,Standard Sack ~90kg
1681,2022-10-27,Wholesale,Kadugli,Groundnut (unshelled),23000.0,0%,KANTAR (45 KG)
1682,2022-10-27,Wholesale,Kadugli,Hibiscus,30000.0,0%,KANTAR (45 KG)
1683,2022-10-27,Wholesale,Kadugli,Sesame (heriheri),60000.0,0%,KANTAR (45 KG)
1684,2022-10-27,Wholesale,Kadugli,Wheat Grain,54000.0,1.31%,Standard Sack ~90kg
1685,2022-10-27,Wholesale,Kadugli,Sorghum Wad Ahmed,37000.0,0%,Standard Sack ~90kg
1686,2022-10-27,Wholesale,Kadugli,Sorghum (Feterita),27000.0,0%,Standard Sack ~90kg
1687,2022-10-27,Wholesale,Kadugli,Sorghum (Tabat),55000.0,0%,Standard Sack ~90kg
1688,2022-10-27,Retail,Kosti,Red Onion,3000.0,0%,Rubu
1689,2022-10-27,Retail,Kosti,Sesame,630.0,-10%,Kilogram
1690,2022-10-27,Retail,Kosti,Groundnut (unshelled),250.0,-16.67%,Kilogram
1691,2022-10-27,Retail,Kosti,Millet,700.0,0%,Kilogram
1692,2022-10-27,Retail,Kosti,Wheat Grain,450.0,0%,Kilogram
1693,2022-10-27,Retail,Kosti,Sorghum (Tabat),500.0,-20.63%,Kilogram
1694,2022-10-27,Retail,Kosti,Sorghum Wad Ahmed,330.0,-5.71%,Kilogram
1695,2022-10-27,Retail,Kosti,Sorghum (Feterita),340.0,-2.86%,Kilogram
1696,2022-10-27,Retail,Madani,Hibiscus,2700.0,0%,Kilogram
1697,2022-10-27,Retail,Madani,Water Melon Seeds,350.0,0%,Kilogram
1698,2022-10-27,Retail,Madani,Rice (imported),600.0,0%,Kilogram
1699,2022-10-27,Retail,Madani,Gasoline (Commercial),600.0,0%,Liter
1700,2022-10-27,Retail,Madani,Diesel (Commercial),755.6,0%,Liter
1701,2022-10-27,Retail,Madani,Non agric. labour wage,6000.0,0%,Day wage
1702,2022-10-27,Retail,Madani,Agric. Labour Wage,5000.0,0%,Day wage
1703,2022-10-27,Wholesale,Kosti,Red Onion,50000.0,25%,Big Sack ~100kg
1704,2022-10-27,Wholesale,Kosti,Sesame,29000.0,0%,KANTAR (45 KG)
1705,2022-10-27,Wholesale,Kosti,Groundnut (unshelled),10000.0,-9.09%,KANTAR (45 KG)
1706,2022-10-27,Wholesale,Kosti,Millet,60000.0,0%,Standard Sack ~90kg
1707,2022-10-27,Wholesale,Kosti,Wheat Grain,31000.0,0%,Standard Sack ~90kg
1708,2022-10-27,Wholesale,Kosti,Sorghum (Tabat),42000.0,-6.67%,Standard Sack ~90kg
1709,2022-10-27,Wholesale,Kosti,Sorghum Wad Ahmed,28000.0,-9.68%,Standard Sack ~90kg
1710,2022-10-27,Wholesale,Kosti,Sorghum (Feterita),28000.0,-9.68%,Standard Sack ~90kg
1711,2022-10-27,Wholesale,Kadugli,Millet,60000.0,0%,Standard Sack ~90kg
1712,2022-10-27,Retail,Port Sudan,Diesel (Commercial),680.0,0%,Liter
1713,2022-10-27,Retail,Port Sudan,Gasoline (Commercial),535.0,0%,Liter
1714,2022-10-27,Retail,Port Sudan,Jute (used sacks),1500.0,0%,Kilogram
1715,2022-10-27,Retail,Port Sudan,Non agric. labour wage,4000.0,0%,Day wage
1716,2022-10-27,Retail,Port Sudan,Banana,400.0,0%,Kilogram
1717,2022-10-27,Retail,Port Sudan,Guava,1200.0,0%,Kilogram
1718,2022-10-27,Retail,Port Sudan,Oranges,900.0,-25%,Dozen
1719,2022-10-27,Retail,Port Sudan,Grapefruits,2500.0,25%,Dozen
1720,2022-10-27,Wholesale,Port Sudan,Oranges,7000.0,-12.5%,100 Piece
1721,2022-10-27,Wholesale,Port Sudan,Grapefruits,15000.0,15.38%,50 Piece
1722,2022-10-27,Retail,Port Sudan,Tomato,1500.0,0%,Kilogram
1723,2022-10-27,Retail,Port Sudan,Red Onion,700.0,-12.5%,Kilogram
1724,2022-10-27,Retail,Port Sudan,Lemons & Limes,1000.0,-33.33%,Kilogram
1725,2022-10-27,Retail,Port Sudan,Eggplant,800.0,0%,Kilogram
1726,2022-10-27,Retail,Port Sudan,Okra (fresh),2000.0,0%,Kilogram
1727,2022-10-27,Retail,Port Sudan,Sweet Potato,800.0,0%,Kilogram
1728,2022-10-27,Retail,Port Sudan,Potato (Local),700.0,0%,Kilogram
1729,2022-10-27,Wholesale,Port Sudan,Red Onion,45000.0,-10%,Big Sack ~100kg
1730,2022-10-27,Wholesale,Port Sudan,Lemons & Limes,35000.0,-30%,Medium Sack ~50kg
1731,2022-10-27,Wholesale,Port Sudan,Eggplant,15000.0,15.38%,Medium Sack ~50kg
1732,2022-10-27,Wholesale,Port Sudan,Okra (fresh),20000.0,11.11%,Small Sack ~25kg
1733,2022-10-27,Wholesale,Port Sudan,Sweet Potato,25000.0,0%,Medium Sack ~50kg
1734,2022-10-27,Wholesale,Port Sudan,Potato (Local),22000.0,0%,Medium Sack ~50kg
1735,2022-10-27,Retail,Port Sudan,Wheat flour,600.0,0%,Kilogram
1736,2022-10-27,Retail,Port Sudan,Dry Barakawi Dates,5200.0,0%,Rubu
1737,2022-10-27,Retail,Port Sudan,Hibiscus,3375.0,0%,Kilogram
1738,2022-10-27,Retail,Port Sudan,Sugar,700.0,0%,Kilogram
1739,2022-10-27,Retail,Port Sudan,Lentils,1200.0,0%,Kilogram
1740,2022-10-27,Retail,Port Sudan,Rice (imported),800.0,0%,Kilogram
1741,2022-10-27,Wholesale,Port Sudan,Wheat flour,23000.0,0%,Small Sack ~25kg
1742,2022-10-27,Wholesale,Port Sudan,Dry Barakawi Dates,55000.0,0%,Standard Sack ~90kg
1743,2022-10-27,Wholesale,Port Sudan,Hibiscus,150000.0,0%,KANTAR (45 KG)
1744,2022-10-27,Wholesale,Port Sudan,Sugar,28000.0,-3.45%,Medium Sack ~50kg
1745,2022-10-27,Wholesale,Port Sudan,Lentils,22500.0,0%,Small Sack ~25kg
1746,2022-10-27,Wholesale,Port Sudan,Rice (imported),15000.0,0%,Small Sack ~25kg
1747,2022-10-27,Retail,Port Sudan,Cowpea,500.0,0%,Rubu
1748,2022-10-27,Retail,Port Sudan,Pigeon Peas,500.0,0%,Kilogram
1749,2022-10-27,Retail,Port Sudan,Broad Beans,1500.0,0%,Kilogram
1750,2022-10-27,Retail,Port Sudan,Sorghum (Tabat),1000.0,0%,Kilogram
1751,2022-10-27,Retail,Port Sudan,Sorghum (Dabar),1000.0,0%,Kilogram
1752,2022-10-27,Retail,Port Sudan,Sorghum Mogod,1066.0,0%,Kilogram
1753,2022-10-27,Retail,Port Sudan,Wheat Grain,600.0,0%,Kilogram
1754,2022-10-27,Retail,Port Sudan,Millet,667.0,-19.93%,Kilogram
1755,2022-10-27,Retail,Port Sudan,Sorghum (Feterita),333.0,0%,Kilogram
1756,2022-10-27,Wholesale,Port Sudan,Broad Beans,110000.0,0%,Standard Sack ~90kg
1757,2022-10-27,Wholesale,Port Sudan,Sorghum (Tabat),47000.0,0%,Standard Sack ~90kg
1758,2022-10-27,Wholesale,Port Sudan,Sorghum (Dabar),47000.0,0%,Standard Sack ~90kg
1759,2022-10-27,Wholesale,Port Sudan,Sorghum Mogod,46000.0,0%,Standard Sack ~90kg
1760,2022-10-27,Wholesale,Port Sudan,Wheat Grain,40000.0,0%,Standard Sack ~90kg
1761,2022-10-27,Wholesale,Port Sudan,Millet,58000.0,-10.77%,Standard Sack ~90kg
1762,2022-10-27,Wholesale,Port Sudan,Sorghum (Feterita),32000.0,-3.03%,Standard Sack ~90kg
1763,2022-10-27,Retail,Madani,Okra (Dry),3000.0,0%,Rubu
1764,2022-10-27,Retail,Madani,Dry Barakawi Dates,2500.0,0%,Rubu
1765,2022-10-27,Retail,Madani,Cowpea,3000.0,0%,Rubu
1766,2022-10-27,Retail,Madani,Chicpeas,300.0,0%,Kilogram
1767,2022-10-27,Retail,Madani,Pigeon Peas,270.0,8%,Kilogram
1768,2022-10-27,Retail,Madani,Broad Beans,600.0,0%,Kilogram
1769,2022-10-27,Retail,Madani,Sorghum (Tabat),400.0,-4.76%,Kilogram
1770,2022-10-27,Retail,Madani,Millet,650.0,-7.14%,Kilogram
1771,2022-10-27,Retail,Madani,Wheat Grain,460.0,0%,Kilogram
1772,2022-10-27,Retail,Madani,Sorghum (Feterita),400.0,0%,Kilogram
1773,2022-10-27,Retail,Madani,Sorghum (Dabar),465.0,0%,Kilogram
1774,2022-10-27,Wholesale,Madani,Chicpeas,32000.0,0%,Standard Sack ~90kg
1775,2022-10-27,Wholesale,Madani,Pigeon Peas,38000.0,5.56%,Standard Sack ~90kg
1776,2022-10-27,Wholesale,Madani,Broad Beans,75000.0,0%,Standard Sack ~90kg
1777,2022-10-27,Wholesale,Madani,Millet,60000.0,-7.69%,Standard Sack ~90kg
1778,2022-10-27,Wholesale,Madani,Wheat Grain,32000.0,0%,Standard Sack ~90kg
1779,2022-10-27,Wholesale,Madani,Sorghum (Tabat),38000.0,-5%,Standard Sack ~90kg
1780,2022-10-27,Wholesale,Madani,Sorghum (Dabar),37000.0,0%,Standard Sack ~90kg
1781,2022-10-27,Wholesale,Madani,Sorghum (Feterita),37000.0,5.71%,Standard Sack ~90kg
1782,2022-10-27,Retail,Al Foula,Milk,500.0,0%,Ratoul
1783,2022-10-27,Retail,Al Foula,White Cheese,2900.0,11.54%,Kilogram
1784,2022-10-27,Retail,Al Foula,Goat (Meat),3000.0,0%,Kilogram
1785,2022-10-27,Retail,Al Foula,Beef (Boneless),5000.0,0%,Kilogram
1786,2022-10-27,Retail,Al Foula,Calf meat,2800.0,0%,Kilogram
1787,2022-10-27,Retail,Al Foula,Eggs,3100.0,0%,Egg tray
1788,2022-10-27,Wholesale,Al Foula,Donkey (male),88900.0,1.02%,Head
1789,2022-10-27,Wholesale,Al Foula,Milking Goat,32600.0,1.88%,Head
1790,2022-10-27,Wholesale,Al Foula,"Calf (live, 250 Kg)",149700.0,0.47%,Head
1791,2022-10-27,Wholesale,Al Foula,Sheep (35 - 40 Kg Live + 2 years),39700.0,0%,Head
1792,2022-10-27,Wholesale,Al Foula,Sheep (hamari),54900.0,0.92%,Head
1793,2022-10-27,Wholesale,Al Foula,Local milking Cow - Hi Yeilder,275000.0,1.85%,Head
1794,2022-10-27,Wholesale,Al Foula,Local milking Cow - Low Yeilder,124000.0,0.32%,Head
1795,2022-10-27,Retail,Port Sudan,Milk,400.0,0%,Ratoul
1796,2022-10-27,Retail,Port Sudan,Chicken,1900.0,0%,Kilogram
1797,2022-10-27,Retail,Port Sudan,Beef (Boneless),4500.0,0%,Kilogram
1798,2022-10-27,Retail,Port Sudan,Mutton,4500.0,0%,Kilogram
1799,2022-10-27,Retail,Port Sudan,Beef (Bone-in),3500.0,0%,Kilogram
1800,2022-10-27,Retail,Port Sudan,Calf meat,3500.0,0%,Kilogram
1801,2022-10-27,Retail,Port Sudan,Eggs,3000.0,0%,Egg tray
1802,2022-10-27,Retail,Zalingei,Chicken,2500.0,0%,Kilogram
