,Date,Market,Product,In_Flow,Out_Flow,Stock,Unit
342,2022-01-17,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),411,371,,Head
343,2022-01-17,"Om Durman, El Salam",Local milking Cow - Low Yeilder,14,8,,Head
344,2022-01-17,"Om Durman, El Salam",Camels,264,188,,Head
345,2022-01-17,"Om Durman, El Salam",Sheep (hamari),3971,3556,,Head
346,2022-01-17,"Om Durman, El Salam",Lamb - (live 15-30kgs),3774,3356,,Head
347,2022-01-17,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3242,2785,,Head
348,2022-01-10,"Om Durman, El Salam",Donkey (male),211,189,,Head
349,2022-01-10,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),448,366,,Head
350,2022-01-10,"Om Durman, El Salam",Local milking Cow - Low Yeilder,7,5,,Head
351,2022-01-10,"Om Durman, El Salam",Camels,227,163,,Head
352,2022-01-10,"Om Durman, El Salam",Sheep (hamari),3914,3307,,Head
353,2022-01-10,"Om Durman, El Salam",Lamb - (live 15-30kgs),3478,2569,,Head
354,2022-01-10,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3493,2684,,Head
355,2022-01-03,"Om Durman, El Salam",Donkey (male),112,74,,Head
356,2022-01-03,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),452,391,,Head
357,2022-01-03,"Om Durman, El Salam",Local milking Cow - Low Yeilder,8,7,,Head
358,2022-01-03,"Om Durman, El Salam",Camels,186,127,,Head
359,2022-01-03,"Om Durman, El Salam",Sheep (hamari),4086,3417,,Head
360,2022-01-03,"Om Durman, El Salam",Lamb - (live 15-30kgs),3695,2871,,Head
361,2022-01-03,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3423,2582,,Head
362,2021-12-27,"Om Durman, El Salam",Donkey (male),52,22,,Head
363,2021-12-27,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),412,363,,Head
364,2021-12-27,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,11,,Head
365,2021-12-27,"Om Durman, El Salam",Camels,116,79,,Head
366,2021-12-27,"Om Durman, El Salam",Sheep (hamari),4458,3721,,Head
367,2021-12-27,"Om Durman, El Salam",Lamb - (live 15-30kgs),3874,3079,,Head
368,2021-12-27,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3487,2631,,Head
369,2021-12-20,"Om Durman, El Salam",Donkey (male),69,31,,Head
370,2021-12-20,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),448,362,,Head
371,2021-12-20,"Om Durman, El Salam",Local milking Cow - Low Yeilder,9,6,,Head
372,2021-12-20,"Om Durman, El Salam",Camels,82,68,,Head
373,2021-12-20,"Om Durman, El Salam",Sheep (hamari),4214,3628,,Head
374,2021-12-20,"Om Durman, El Salam",Lamb - (live 15-30kgs),3605,3221,,Head
375,2021-12-20,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3541,3009,,Head
376,2021-12-13,"Om Durman, El Salam",Donkey (male),64,27,,Head
377,2021-12-13,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),469,347,,Head
378,2021-12-13,"Om Durman, El Salam",Local milking Cow - Low Yeilder,13,9,,Head
379,2021-12-13,"Om Durman, El Salam",Camels,68,7,,Head
380,2021-12-13,"Om Durman, El Salam",Sheep (hamari),4057,3716,,Head
381,2021-12-13,"Om Durman, El Salam",Lamb - (live 15-30kgs),3492,358,,Head
382,2021-12-13,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3511,3408,,Head
383,2021-12-07,El Nuhud,Gum Arabic,14500,0,,KANTAR (45 KG)
384,2021-12-06,"Om Durman, El Salam",Donkey (male),49,19,,Head
385,2021-12-06,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),488,371,,Head
386,2021-12-06,"Om Durman, El Salam",Local milking Cow - Low Yeilder,11,7,,Head
387,2021-12-06,"Om Durman, El Salam",Camels,64,32,,Head
388,2021-12-06,"Om Durman, El Salam",Sheep (hamari),3906,3864,,Head
389,2021-12-06,"Om Durman, El Salam",Lamb - (live 15-30kgs),3408,3487,,Head
390,2021-12-06,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3547,3325,,Head
391,2021-11-29,"Om Durman, El Salam",Donkey (male),88,47,,Head
392,2021-11-29,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),521,412,,Head
393,2021-11-29,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,13,,Head
394,2021-11-29,"Om Durman, El Salam",Camels,117,69,,Head
395,2021-11-29,"Om Durman, El Salam",Sheep (hamari),4006,3857,,Head
396,2021-11-29,"Om Durman, El Salam",Lamb - (live 15-30kgs),3587,3293,,Head
397,2021-11-29,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3658,3417,,Head
398,2021-11-22,"Om Durman, El Salam",Donkey (male),82,36,,Head
399,2021-11-22,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),574,446,,Head
400,2021-11-22,"Om Durman, El Salam",Local milking Cow - Low Yeilder,12,9,,Head
401,2021-11-22,"Om Durman, El Salam",Camels,139,91,,Head
402,2021-11-22,"Om Durman, El Salam",Sheep (hamari),4088,3563,,Head
403,2021-11-22,"Om Durman, El Salam",Lamb - (live 15-30kgs),3522,2932,,Head
404,2021-11-22,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3587,3259,,Head
405,2021-11-15,"Om Durman, El Salam",Donkey (male),96,24,,Head
406,2021-11-15,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),594,482,,Head
407,2021-11-15,"Om Durman, El Salam",Local milking Cow - Low Yeilder,13,7,,Head
408,2021-11-15,"Om Durman, El Salam",Camels,105,68,,Head
409,2021-11-15,"Om Durman, El Salam",Sheep (hamari),3944,3687,,Head
410,2021-11-15,"Om Durman, El Salam",Lamb - (live 15-30kgs),3126,2745,,Head
411,2021-11-15,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3652,3008,,Head
412,2021-11-08,"Om Durman, El Salam",Donkey (male),105,28,,Head
413,2021-11-08,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),612,422,,Head
414,2021-11-08,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,11,,Head
415,2021-11-08,"Om Durman, El Salam",Camels,84,69,,Head
416,2021-11-08,"Om Durman, El Salam",Sheep (hamari),3985,2876,,Head
417,2021-11-08,"Om Durman, El Salam",Lamb - (live 15-30kgs),2752,2009,,Head
418,2021-11-08,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2863,2311,,Head
419,2021-11-01,"Om Durman, El Salam",Donkey (male),132,24,,Head
420,2021-11-01,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),576,208,,Head
421,2021-11-01,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
422,2021-11-01,"Om Durman, El Salam",Camels,58,12,,Head
423,2021-11-01,"Om Durman, El Salam",Sheep (hamari),3257,1753,,Head
424,2021-11-01,"Om Durman, El Salam",Lamb - (live 15-30kgs),2547,911,,Head
425,2021-11-01,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2149,746,,Head
426,2021-10-25,"Om Durman, El Salam",Donkey (male),157,63,,Head
427,2021-10-25,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),541,383,,Head
428,2021-10-25,"Om Durman, El Salam",Local milking Cow - Low Yeilder,12,8,,Head
429,2021-10-25,"Om Durman, El Salam",Camels,83,58,,Head
430,2021-10-25,"Om Durman, El Salam",Sheep (hamari),2967,2417,,Head
431,2021-10-25,"Om Durman, El Salam",Lamb - (live 15-30kgs),2319,1984,,Head
432,2021-10-25,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),1789,1658,,Head
433,2021-10-18,"Om Durman, El Salam",Donkey (male),169,82,,Head
434,2021-10-18,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),432,371,,Head
435,2021-10-18,"Om Durman, El Salam",Local milking Cow - Low Yeilder,9,6,,Head
436,2021-10-18,"Om Durman, El Salam",Camels,58,36,,Head
437,2021-10-18,"Om Durman, El Salam",Sheep (hamari),2749,2328,,Head
438,2021-10-18,"Om Durman, El Salam",Lamb - (live 15-30kgs),2014,1883,,Head
439,2021-10-18,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),1752,1586,,Head
440,2021-10-11,"Om Durman, El Salam",Donkey (male),187,65,,Head
441,2021-10-11,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),413,351,,Head
442,2021-10-11,"Om Durman, El Salam",Local milking Cow - Low Yeilder,7,5,,Head
443,2021-10-11,"Om Durman, El Salam",Camels,71,52,,Head
444,2021-10-11,"Om Durman, El Salam",Sheep (hamari),3147,2417,,Head
445,2021-10-11,"Om Durman, El Salam",Lamb - (live 15-30kgs),2257,2006,,Head
446,2021-10-11,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),1905,1741,,Head
447,2021-10-04,"Om Durman, El Salam",Donkey (male),172,65,,Head
448,2021-10-04,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),405,332,,Head
449,2021-10-04,"Om Durman, El Salam",Local milking Cow - Low Yeilder,14,8,,Head
450,2021-10-04,"Om Durman, El Salam",Camels,87,46,,Head
451,2021-10-04,"Om Durman, El Salam",Sheep (hamari),3563,2234,,Head
452,2021-10-04,"Om Durman, El Salam",Lamb - (live 15-30kgs),2719,2429,,Head
453,2021-10-04,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2284,2011,,Head
454,2021-09-29,Al Qadarif,Sorghum (Feterita),398,0,,Standard Sack ~90kg
455,2021-09-29,Al Qadarif,Sesame,123,0,,KANTAR (45 KG)
456,2021-09-29,Al Qadarif,Millet,19,0,,Standard Sack ~90kg
457,2021-09-27,"Om Durman, El Salam",Donkey (male),236,182,,Head
458,2021-09-27,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),417,352,,Head
459,2021-09-27,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,11,,Head
460,2021-09-27,"Om Durman, El Salam",Camels,89,62,,Head
461,2021-09-27,"Om Durman, El Salam",Sheep (hamari),4006,2891,,Head
462,2021-09-27,"Om Durman, El Salam",Lamb - (live 15-30kgs),3117,2782,,Head
463,2021-09-27,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2711,2428,,Head
464,2021-09-13,"Om Durman, El Salam",Donkey (male),221,143,,Head
465,2021-09-13,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),668,543,,Head
466,2021-09-13,"Om Durman, El Salam",Local milking Cow - Low Yeilder,25,8,,Head
467,2021-09-13,"Om Durman, El Salam",Camels,63,33,,Head
468,2021-09-13,"Om Durman, El Salam",Sheep (hamari),4756,3867,,Head
469,2021-09-13,"Om Durman, El Salam",Lamb - (live 15-30kgs),3841,2997,,Head
470,2021-09-13,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3106,2882,,Head
471,2021-09-09,Al Qadarif,Sorghum (Feterita),767,0,,Standard Sack ~90kg
472,2021-09-09,Al Qadarif,Sesame,572,0,,KANTAR (45 KG)
473,2021-09-09,Al Qadarif,Millet,27,0,,Standard Sack ~90kg
474,2021-09-06,"Om Durman, El Salam",Donkey (male),247,140,,Head
475,2021-09-06,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),722,585,,Head
476,2021-09-06,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,16,,Head
477,2021-09-06,"Om Durman, El Salam",Camels,85,47,,Head
478,2021-09-06,"Om Durman, El Salam",Sheep (hamari),3922,2558,,Head
479,2021-09-06,"Om Durman, El Salam",Lamb - (live 15-30kgs),3574,2393,,Head
480,2021-09-06,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2651,2366,,Head
481,2021-09-01,Al Qadarif,Sorghum (Feterita),1344,0,,Standard Sack ~90kg
482,2021-09-01,Al Qadarif,Sesame,683,0,,KANTAR (45 KG)
483,2021-09-01,Al Qadarif,Millet,183,0,,Standard Sack ~90kg
484,2021-08-30,"Om Durman, El Salam",Donkey (male),234,180,,Head
485,2021-08-30,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),762,547,,Head
486,2021-08-30,"Om Durman, El Salam",Local milking Cow - Low Yeilder,26,22,,Head
487,2021-08-30,"Om Durman, El Salam",Camels,148,120,,Head
488,2021-08-30,"Om Durman, El Salam",Sheep (hamari),3693,2429,,Head
489,2021-08-30,"Om Durman, El Salam",Lamb - (live 15-30kgs),3776,2385,,Head
490,2021-08-30,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2742,2231,,Head
491,2021-08-25,Al Qadarif,Sorghum (Feterita),2691,0,,Standard Sack ~90kg
492,2021-08-25,Al Qadarif,Sesame,378,0,,KANTAR (45 KG)
493,2021-08-25,Al Qadarif,Sorghum (Dabar),110,0,,Standard Sack ~90kg
494,2021-08-25,Al Qadarif,Millet,69,0,,Standard Sack ~90kg
495,2021-08-23,"Om Durman, El Salam",Donkey (male),231,103,,Head
496,2021-08-23,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),717,586,,Head
497,2021-08-23,"Om Durman, El Salam",Local milking Cow - Low Yeilder,23,16,,Head
498,2021-08-23,"Om Durman, El Salam",Camels,116,67,,Head
499,2021-08-23,"Om Durman, El Salam",Sheep (hamari),3614,2809,,Head
500,2021-08-23,"Om Durman, El Salam",Lamb - (live 15-30kgs),3722,2207,,Head
501,2021-08-23,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2987,2238,,Head
502,2021-08-18,Al Qadarif,Sorghum (Dabar),69,0,,Standard Sack ~90kg
503,2021-08-18,Al Qadarif,Sorghum (Feterita),2039,0,,Standard Sack ~90kg
504,2021-08-18,Al Qadarif,Sesame,260,0,,KANTAR (45 KG)
505,2021-08-18,Al Qadarif,Millet,46,0,,Standard Sack ~90kg
506,2021-08-16,"Om Durman, El Salam",Donkey (male),229,145,,Head
507,2021-08-16,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),772,536,,Head
508,2021-08-16,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,6,,Head
509,2021-08-16,"Om Durman, El Salam",Camels,114,52,,Head
510,2021-08-16,"Om Durman, El Salam",Sheep (hamari),2987,2163,,Head
511,2021-08-16,"Om Durman, El Salam",Lamb - (live 15-30kgs),3145,1964,,Head
512,2021-08-16,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2842,2006,,Head
513,2021-08-12,Al Qadarif,Sorghum (Feterita),1534,0,,Standard Sack ~90kg
514,2021-08-12,Al Qadarif,Sesame,171,0,,KANTAR (45 KG)
515,2021-08-12,Al Qadarif,Millet,69,0,,Standard Sack ~90kg
516,2021-08-09,"Om Durman, El Salam",Donkey (male),268,162,,Head
517,2021-08-09,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),794,574,,Head
518,2021-08-09,"Om Durman, El Salam",Local milking Cow - Low Yeilder,13,7,,Head
519,2021-08-09,"Om Durman, El Salam",Camels,132,63,,Head
520,2021-08-09,"Om Durman, El Salam",Sheep (hamari),2866,2198,,Head
521,2021-08-09,"Om Durman, El Salam",Lamb - (live 15-30kgs),2631,1722,,Head
522,2021-08-09,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2547,1758,,Head
523,2021-08-03,Al Qadarif,Sorghum (Feterita),2023,0,,Standard Sack ~90kg
524,2021-08-03,Al Qadarif,Sesame,1112,0,,KANTAR (45 KG)
525,2021-08-03,Al Qadarif,Millet,196,0,,Standard Sack ~90kg
526,2021-08-02,"Om Durman, El Salam",Donkey (male),287,147,,Head
527,2021-08-02,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),752,412,,Head
528,2021-08-02,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
529,2021-08-02,"Om Durman, El Salam",Camels,163,82,,Head
530,2021-08-02,"Om Durman, El Salam",Sheep (hamari),1772,1293,,Head
531,2021-08-02,"Om Durman, El Salam",Lamb - (live 15-30kgs),1526,1070,,Head
532,2021-08-02,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),1914,1723,,Head
533,2021-07-28,Al Qadarif,Sesame,0,0,,KANTAR (45 KG)
534,2021-07-28,Al Qadarif,Sorghum (Feterita),1070,0,,Standard Sack ~90kg
535,2021-07-28,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
536,2021-07-28,Al Qadarif,Millet,54,0,,Standard Sack ~90kg
537,2021-07-26,"Om Durman, El Salam",Donkey (male),247,12,,Head
538,2021-07-26,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),478,321,,Head
539,2021-07-26,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
540,2021-07-26,"Om Durman, El Salam",Camels,149,60,,Head
541,2021-07-26,"Om Durman, El Salam",Sheep (hamari),0,0,,Head
542,2021-07-26,"Om Durman, El Salam",Lamb - (live 15-30kgs),0,0,,Head
543,2021-07-26,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),1014,1271,,Head
544,2021-07-21,Al Qadarif,Sorghum (Feterita),101,0,,Standard Sack ~90kg
545,2021-07-21,Al Qadarif,Sesame,350,0,,KANTAR (45 KG)
546,2021-07-21,Al Qadarif,Millet,0,0,,Standard Sack ~90kg
547,2021-07-19,"Om Durman, El Salam",Donkey (male),293,71,,Head
548,2021-07-19,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),3254,1921,,Head
549,2021-07-19,"Om Durman, El Salam",Camels,146,112,,Head
550,2021-07-19,"Om Durman, El Salam",Sheep (hamari),31745,33694,,Head
551,2021-07-19,"Om Durman, El Salam",Lamb - (live 15-30kgs),26084,28541,,Head
552,2021-07-19,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),23652,25411,,Head
553,2021-07-14,Al Qadarif,Sorghum (Feterita),211,0,,Standard Sack ~90kg
554,2021-07-14,Al Qadarif,Sesame,0,0,,KANTAR (45 KG)
555,2021-07-14,Al Qadarif,Millet,33,0,,Standard Sack ~90kg
556,2021-07-14,Al Qadarif,Sorghum (Feterita),0,0,,Standard Sack ~90kg
557,2021-07-14,Al Qadarif,Sesame,966,0,,KANTAR (45 KG)
558,2021-07-14,Al Qadarif,Millet,39,0,,Standard Sack ~90kg
559,2021-07-12,"Om Durman, El Salam",Donkey (male),387,256,,Head
560,2021-07-12,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),881,541,,Head
561,2021-07-12,"Om Durman, El Salam",Local milking Cow - Low Yeilder,27,11,,Head
562,2021-07-12,"Om Durman, El Salam",Camels,227,184,,Head
563,2021-07-12,"Om Durman, El Salam",Sheep (hamari),7524,5393,,Head
564,2021-07-12,"Om Durman, El Salam",Lamb - (live 15-30kgs),5961,5708,,Head
565,2021-07-12,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5214,4385,,Head
566,2021-07-07,Al Qadarif,Sorghum (Feterita),1720,0,,Standard Sack ~90kg
567,2021-07-07,Al Qadarif,Sesame,28,0,,KANTAR (45 KG)
568,2021-07-07,Al Qadarif,Millet,256,0,,Standard Sack ~90kg
569,2021-07-07,Al Qadarif,Sorghum (Feterita),288,0,,Standard Sack ~90kg
570,2021-07-07,Al Qadarif,Sesame,19,0,,KANTAR (45 KG)
571,2021-07-07,Al Qadarif,Millet,28,0,,Standard Sack ~90kg
572,2021-07-07,Al Qadarif,Sorghum (Feterita),288,0,,Standard Sack ~90kg
573,2021-07-07,Al Qadarif,Sesame,19,0,,KANTAR (45 KG)
574,2021-07-07,Al Qadarif,Millet,28,0,,Standard Sack ~90kg
575,2021-07-05,"Om Durman, El Salam",Donkey (male),303,226,,Head
576,2021-07-05,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),772,682,,Head
577,2021-07-05,"Om Durman, El Salam",Local milking Cow - Low Yeilder,27,22,,Head
578,2021-07-05,"Om Durman, El Salam",Camels,192,146,,Head
579,2021-07-05,"Om Durman, El Salam",Sheep (hamari),6829,5778,,Head
580,2021-07-05,"Om Durman, El Salam",Lamb - (live 15-30kgs),4716,5634,,Head
581,2021-07-05,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3977,4261,,Head
582,2021-07-01,Al Qadarif,Sorghum (Feterita),96,0,,Standard Sack ~90kg
583,2021-07-01,Al Qadarif,Sesame,0,0,,KANTAR (45 KG)
584,2021-07-01,Al Qadarif,Millet,29,0,,Standard Sack ~90kg
585,2021-06-28,"Om Durman, El Salam",Donkey (male),325,273,,Head
586,2021-06-28,"Om Durman, El Salam",Sheep (hamari),5673,6119,,Head
587,2021-06-28,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),794,637,,Head
588,2021-06-28,"Om Durman, El Salam",Camels,224,286,,Head
589,2021-06-28,"Om Durman, El Salam",Local milking Cow - Low Yeilder,19,13,,Head
590,2021-06-28,"Om Durman, El Salam",Lamb - (live 15-30kgs),4487,4623,,Head
591,2021-06-28,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3486,3712,,Head
592,2021-06-22,Al Qadarif,Sesame,11454,0,,KANTAR (45 KG)
593,2021-06-22,Al Qadarif,Sorghum (Dabar),46,0,,Standard Sack ~90kg
594,2021-06-22,Al Qadarif,Millet,414,0,,Standard Sack ~90kg
595,2021-06-22,Al Qadarif,Sorghum (Feterita),3817,0,,Standard Sack ~90kg
596,2021-06-21,"Om Durman, El Salam",Donkey (male),414,274,,Head
597,2021-06-21,"Om Durman, El Salam",Sheep (hamari),4712,4694,,Head
598,2021-06-21,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),673,608,,Head
599,2021-06-21,"Om Durman, El Salam",Camels,134,79,,Head
600,2021-06-21,"Om Durman, El Salam",Local milking Cow - Low Yeilder,24,18,,Head
601,2021-06-21,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
602,2021-06-21,"Om Durman, El Salam",Lamb - (live 15-30kgs),3321,3584,,Head
603,2021-06-21,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2991,3077,,Head
604,2021-06-15,Al Qadarif,Sesame,1141,0,,KANTAR (45 KG)
605,2021-06-15,Al Qadarif,Sorghum (Dabar),0,0,,Standard Sack ~90kg
606,2021-06-15,Al Qadarif,Millet,414,0,,Standard Sack ~90kg
607,2021-06-15,Al Qadarif,Sorghum (Feterita),2266,0,,Standard Sack ~90kg
608,2021-06-14,"Om Durman, El Salam",Donkey (male),471,227,,Head
609,2021-06-14,"Om Durman, El Salam",Sheep (hamari),4137,4071,,Head
610,2021-06-14,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),681,553,,Head
611,2021-06-14,"Om Durman, El Salam",Camels,117,68,,Head
612,2021-06-14,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
613,2021-06-14,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
614,2021-06-14,"Om Durman, El Salam",Lamb - (live 15-30kgs),2749,3009,,Head
615,2021-06-14,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2854,2817,,Head
616,2021-06-08,Al Qadarif,Sesame,733,0,,KANTAR (45 KG)
617,2021-06-08,Al Qadarif,Sorghum (Dabar),75,0,,Standard Sack ~90kg
618,2021-06-08,Al Qadarif,Millet,265,0,,Standard Sack ~90kg
619,2021-06-08,Al Qadarif,Sorghum (Feterita),1418,0,,Standard Sack ~90kg
620,2021-06-07,"Om Durman, El Salam",Donkey (male),365,296,,Head
621,2021-06-07,"Om Durman, El Salam",Sheep (hamari),4602,4558,,Head
622,2021-06-07,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),747,659,,Head
623,2021-06-07,"Om Durman, El Salam",Camels,124,66,,Head
624,2021-06-07,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
625,2021-06-07,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
626,2021-06-07,"Om Durman, El Salam",Lamb - (live 15-30kgs),3142,3228,,Head
627,2021-06-07,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3011,2884,,Head
628,2021-06-01,Al Qadarif,Sesame,589,0,,KANTAR (45 KG)
629,2021-06-01,Al Qadarif,Sorghum (Dabar),207,0,,Standard Sack ~90kg
630,2021-06-01,Al Qadarif,Millet,161,0,,Standard Sack ~90kg
631,2021-06-01,Al Qadarif,Sorghum (Feterita),4177,0,,Standard Sack ~90kg
632,2021-06-01,Al Qadarif,Sesame,589,0,,KANTAR (45 KG)
633,2021-06-01,Al Qadarif,Sorghum (Dabar),207,0,,Standard Sack ~90kg
634,2021-06-01,Al Qadarif,Millet,161,0,,Standard Sack ~90kg
635,2021-06-01,Al Qadarif,Sorghum (Feterita),4177,0,,Standard Sack ~90kg
636,2021-05-31,"Om Durman, El Salam",Donkey (male),281,114,,Head
637,2021-05-31,"Om Durman, El Salam",Sheep (hamari),4841,4391,,Head
638,2021-05-31,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),755,627,,Head
639,2021-05-31,"Om Durman, El Salam",Camels,128,85,,Head
640,2021-05-31,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
641,2021-05-31,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
